content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,clean_text_final
mantap mass rapid transit jakarta,5,0.0,0.0,Positive,mantap mass rapid transit jakarta
bagus,3,0.0,0.0,Neutral,bagus
pertahankan prestasi mu dan tingkatkan pelayanan anda,5,0.0,0.0,Positive,tahan tingkat layan
mudah,4,0.0,0.0,Positive,mudah
mudah digunakan,4,0.0,0.0,Positive,mudah
otp lancat,5,0.0,0.0,Positive,otp
mantab,4,0.0,0.0,Positive,mantab
pengalaman pertama nieehhhsemoga seru dan menyenangkan,5,0.0,0.0,Positive,alam senang
keren,5,0.0,0.0,Positive,keren
mudah apalikasinya,5,0.0,0.0,Positive,mudah
nyaman dan bersih waktu tempuhnya bagus,5,0.0,0.0,Positive,nyaman bersih bagus
easy dan praktis,5,0.43333333333333335,0.8333333333333334,Positive,praktis
sangat baik,5,0.0,0.0,Positive,
bagus  bermanfaat,5,0.0,0.0,Positive,bagus manfaat
baru download belum coba fitur2 nya,5,0.0,0.0,Positive,download coba
kenapa ya di aplikasi mass rapid transit ini tidak bisa melihat history perjalan selama 1 bulan,5,0.0,0.0,Positive,mass rapid transit jalan
oke pokoke,5,0.0,0.0,Positive,oke
payah aplikasinya,1,0.0,0.0,Negative,payah aplikasi
bagus,5,0.0,0.0,Positive,bagus
ok,4,0.5,0.5,Positive,
sangat nyaman untuk menjadi transportasi publik,5,0.0,0.0,Positive,nyaman transportasi publik
good,5,0.7,0.6000000000000001,Positive,good
semoga bermanfaat,5,0.0,0.0,Positive,moga manfaat
naice,5,0.0,0.0,Positive,
luar biasa,5,0.0,0.0,Positive,
awesome,5,1.0,1.0,Positive,
mrtj stasiun bhi mantap,5,0.0,0.0,Positive,stasiun mantap
ok,5,0.5,0.5,Positive,
aplikaainya bikin panik failed to load server selalu saja begitu,1,-0.5,0.3,Negative,bikin failed server
top,5,0.5,0.5,Positive,top
semoga bisa di gunakan aplikasi y,5,0.0,0.0,Positive,moga
top,5,0.5,0.5,Positive,top
tingkatkan pelayanan yang sudah ada,3,0.0,0.0,Neutral,tingkat layan
good,5,0.7,0.6000000000000001,Positive,good
ok,5,0.5,0.5,Positive,
baru pertama menggunakan aplikasi ini,4,0.0,0.0,Positive,
moga lancar ya karena aq belum pernqh coba,3,0.0,0.0,Neutral,moga lancar coba
tidak bisa registrasi sama sekali ribet,1,0.0,0.0,Negative,registrasi ribet
sudah pernah daftar pakai ni aplikasi dan di minggu berikutnya pas mau login selalu error apps emang beda ya rada tidak niat bikin mudah segala hal agak super ribet error terus,1,0.3333333333333333,0.6666666666666666,Negative,daftar pakai ni pas login error apps emang beda niat bikin mudah ribet error
aplikadi bego baru di download sudah eror,1,0.0,0.0,Negative,download eror
aplikasi error harap diperbaiki secepatnya,1,0.0,0.0,Negative,error baik cepat
rip 4 digit code,1,0.0,0.0,Negative,code
jelek bet asli,1,0.0,0.0,Negative,jelek
tolong bos kalo release aplikasi dicek dulu internalnya masa mau masuk saja tidak bisa sudah release saja ke publik mana pake review palsu buat muji2 lagi,1,0.0,0.0,Negative,kalo cek internal masuk publik pake
ok,5,0.5,0.5,Positive,
applikasi payahtutup aj katro tidak bisa registrasi ulang,1,0.0,0.0,Negative,applikasi registrasi ulang
amazing love bngt,5,0.55,0.75,Positive,love
tidak bisa daftar,1,0.0,0.0,Negative,daftar
jioss,5,0.0,0.0,Positive,
alhamdulillah,5,0.0,0.0,Positive,alhamdulillah
baik,1,0.0,0.0,Negative,
sangat membantu,5,0.0,0.0,Positive,bantu
mantap,5,0.0,0.0,Positive,mantap
bagus,4,0.0,0.0,Positive,bagus
mudah mantap,5,0.0,0.0,Positive,mudah mantap
bagus dan mudah pembayaran nya,5,0.0,0.0,Positive,bagus mudah bayar
mantap dah mass rapid transit jakarta,5,0.0,0.0,Positive,mantap dah mass rapid transit jakarta
ok,5,0.5,0.5,Positive,
sangat mudah dan sangat membantu,5,0.0,0.0,Positive,mudah bantu
sangat bagus,5,0.0,0.0,Positive,bagus
ok,5,0.5,0.5,Positive,
bintang 4 dulu  belum di coba,5,0.0,0.0,Positive,bintang coba
aplikasinya error tidak bisa daftar,1,0.0,0.0,Negative,aplikasi error daftar
coba dulu,5,0.0,0.0,Positive,coba
ok,5,0.5,0.5,Positive,
mantap,5,0.0,0.0,Positive,mantap
good,5,0.7,0.6000000000000001,Positive,good
jokowi thanks,5,0.2,0.2,Positive,thanks
aplikasi ini sangat tidak bagus ketika daftar 4 kode yang dikirimkan ke whatsapp tidak pernah terkirim lalu coba kirim ulang masih tidak terkirim sampai sekarang padahal nomor hape sudah benar tidak ada notif di email juga,1,0.0,0.0,Negative,bagus daftar kode kirim whatsapp kirim coba kirim ulang kirim nomor hape notif email
payment gagal terus padahal internet lancar,1,0.0,0.0,Negative,payment gagal internet lancar
mass rapid transit jakarta memang oke,4,0.0,0.0,Positive,mass rapid transit jakarta oke
apik kok,5,0.0,0.0,Positive,
transportasi keren di jakarta rekomended banget,5,0.0,0.0,Positive,transportasi keren jakarta
ok,5,0.5,0.5,Positive,
saya pengguna baru semoga aplikasi ini benarbenar membantu saya dalam perjalanan,3,0.0,0.0,Neutral,guna moga bantu jalan
keren sangat efisein waktu,5,0.0,0.0,Positive,keren
mantap,5,0.0,0.0,Positive,mantap
buat urusan warga lebih mudah dan mengayomi,5,0.0,0.0,Positive,warga mudah
sangatt bagus,5,0.0,0.0,Positive,bagus
akses jadi mudah,5,0.0,0.0,Positive,akses mudah
bermanfaat bgttt,5,0.0,0.0,Positive,manfaat
kacau mass rapid transit telat 4menit tidak bisa masuk padahal sudah beli tiketnya dan tiket nya tidak bisa di refoud,1,0.0,0.0,Negative,kacau mass rapid transit masuk beli tiket tiket
aplikasi yang mendukung user mass rapid transit,5,0.0,0.0,Positive,mass rapid transit
failed,5,-0.5,0.3,Positive,failed
mass rapid transit waktu perjalanan jadi pasti,5,0.0,0.0,Positive,mass rapid transit jalan
the best transportasi,5,1.0,0.3,Positive,best transportasi
goooddd,5,0.0,0.0,Positive,
keren dan sangat membantu maju terus mass rapid transit jakarta,5,0.0,0.0,Positive,keren bantu maju mass rapid transit jakarta
sering error,1,0.0,0.0,Negative,error
baru mau coba,4,0.0,0.0,Positive,coba
sangat bagus,5,0.0,0.0,Positive,bagus
sangat baik,5,0.0,0.0,Positive,
proses pembuatan akun mudah,5,0.0,0.0,Positive,proses akun mudah
mantap,5,0.0,0.0,Positive,mantap
ngelag berkali kali saat pada tahap verifikasi,1,0.0,0.0,Negative,kali kali verifikasi
aplikasi apaan ini otp berkalikali gagal terus tidak berbobot amat bikin aplikasi tidak kaya yang lain payah,1,0.0,0.0,Negative,otp gagal bikin kaya payah
good lah,5,0.7,0.6000000000000001,Positive,good
terimakasih semua baik,5,0.0,0.0,Positive,terimakasih
untuk kenyamanan dan ketepatan waktu ok,5,0.5,0.5,Positive,nyaman
bagus,5,0.0,0.0,Positive,bagus
mantappp,5,0.0,0.0,Positive,
seneng naik mass rapid transit nyaman dancepat,5,0.0,0.0,Positive,mass rapid transit nyaman
baik,5,0.0,0.0,Positive,
pernah daftartrus aplikasi kehapusdownload ulang pas mau login masa tidak bisamasa harus ganti no hp dan emailbijimana neh,1,0.0,0.0,Negative,ulang pas login ganti hp
keren,5,0.0,0.0,Positive,keren
is oke,5,0.0,0.0,Positive,oke
mbagus,5,0.0,0.0,Positive,
perbaiki pertahankan tambah opsional,5,0.0,0.0,Positive,baik tahan
sangat membantu,4,0.0,0.0,Positive,bantu
belum pernah naik mass rapid transit mau cobq pake aplikasi,5,0.0,0.0,Positive,mass rapid transit pake
mantap,5,0.0,0.0,Positive,mantap
nice application,5,0.6,1.0,Positive,nice
baguss banget aplikasinya berisi informasi yang jelas dan dapat dimengerti,5,0.0,0.0,Positive,aplikasi isi informasi
good aplikasi,5,0.7,0.6000000000000001,Positive,good
semoga lebih baik,5,0.0,0.0,Positive,moga
ok,5,0.5,0.5,Positive,
lumayan lah,3,0.0,0.0,Neutral,lumayan
best,5,1.0,0.3,Positive,best
ok banget,5,0.5,0.5,Positive,
great,5,0.8,0.75,Positive,great
sangat nyaman pelayanan nya memuasan,5,0.0,0.0,Positive,nyaman layan muas
bad ui,3,-0.6999999999999998,0.6666666666666666,Neutral,
ok banget,5,0.5,0.5,Positive,
aplikasi bagus dan bermanfaat,5,0.0,0.0,Positive,bagus manfaat
luar biasa,5,0.0,0.0,Positive,
aplikasi bermasalah kenapa tiba2 akun di hapus sendiri,1,0.0,0.0,Negative,tiba2 akun hapus
luar biasa,5,0.0,0.0,Positive,
sangat bermanfaat apk ini untuk rombongan apalagi satpamnya ramah semua dan proses scan juga cepat,5,0.0,0.0,Positive,manfaat apk ramah proses scan cepat
banyak bener bug nya dah,2,0.0,0.0,Negative,bener bug dah
min serius masa aktif pembelian hanya 2 jam tidak 1 hari sesuai dengan tanggal yah saya beli jam 1 pagi dan akan expired jam 3 pagi😭,4,0.0,0.0,Positive,aktif beli jam sesuai yah beli jam pagi jam pagi
good,5,0.7,0.6000000000000001,Positive,good
ok,4,0.5,0.5,Positive,
good,5,0.7,0.6000000000000001,Positive,good
skem,1,0.0,0.0,Negative,
mantap,5,0.0,0.0,Positive,mantap
tepat waktu,5,0.0,0.0,Positive,
sangat kecewa si dg apk dn pelayanan di wa tidak memberikan solusi saran saja kdpnnya kalau org salah pemilihan tujuan hrs nya bisa di edit trus kalau tidak di gunakan hrs nya saldo kmbali bukan malah jadi angus pelayanan di wa hnya mau terima yang nnya saja kalau compln tidak di tanggapi dn bahkan langsung akhiri percakapan tnpa ada info di si compln nya  kaya nyesel banget perasaan dulu yah bisa di ganti tuh tujuan nya skrg malah tidak bisa jujur kecewa banget si smpah,1,0.0,0.0,Negative,kecewa si dg apk dn layan wa solusi saran org salah pilih tuju hrs edit trus hrs saldo layan wa dn langsung info si kaya yah ganti tuh tuju skrg jujur kecewa si
akun terhapus tiba tiba,1,0.0,0.0,Negative,akun hapus
sangat bermanfaat,4,0.0,0.0,Positive,manfaat
akun tiba2 terhapus trus pas mau coba daftar pake email lain gabisa masuk lewat gmail gabisa cuma ada tulisan 40 tolong lah aplikasi nya dibenerin lagi giliran dibutuhin malah nyusahin,1,0.0,0.0,Negative,akun tiba2 hapus trus pas coba daftar pake email gabisa masuk gabisa tulis
good,4,0.7,0.6000000000000001,Positive,good
akakakaama,5,0.0,0.0,Positive,
transportasi massal yang cepat tepat waktu dan nyaman dan terintegrasi dengan modal transportasi lainnya,5,0.0,0.0,Positive,transportasi cepat nyaman transportasi
👍,5,0.0,0.0,Positive,
ngga jelas,1,0.0,0.0,Negative,ngga
terima kasih zahrah,5,0.0,0.0,Positive,
bagus,5,0.0,0.0,Positive,bagus
baik,4,0.0,0.0,Positive,
mosok akun kehapus sendiri,2,0.0,0.0,Negative,akun hapus
kereennn 👍🤓,4,0.0,0.0,Positive,
saya sudah masukkan kode otp tapi kenapa salah terus,2,0.0,0.0,Negative,masuk kode otp salah
ini kenapa tiba2 tidak bisa bayar oakai gopay sih daftar ulang pakai nomor lain malah tidak bisa hadeh,3,0.0,0.0,Neutral,tiba2 bayar gopay daftar ulang pakai nomor
mudah dan bagus mass rapid transit jakarta,5,0.0,0.0,Positive,mudah bagus mass rapid transit jakarta
wahai pihak mass rapid transit yang terhormat tolong laaaaaaaaaaaaaaaaaaaaaa wooooooiiii kenapa beginiiiiii azzzz niat mempermudah hidup jadi malah sebaliknya😭🤣🤣🤣🤣,2,0.0,0.0,Negative,mass rapid transit niat mudah
nyaman,5,0.0,0.0,Positive,nyaman
perjalanan jadi lebih cepat dan tepat waktu terimakasih,5,0.0,0.0,Positive,jalan cepat terimakasih
mantaaappppp,5,0.0,0.0,Positive,
mantap,5,0.0,0.0,Positive,mantap
baik,5,0.0,0.0,Positive,
kalau pas scan tiket keluar atau masuk scannernya kadang susah mendeteksi,3,0.0,0.0,Neutral,pas scan tiket masuk susah deteksi
bagus,5,0.0,0.0,Positive,bagus
mantap,5,0.0,0.0,Positive,mantap
bagus,5,0.0,0.0,Positive,bagus
bagusss,5,0.0,0.0,Positive,
tolong di update di android dah di tap scan msk dan sudah 10 mnt belum juga berubah kode keluar hrs di refresh dl,4,0.0,0.0,Positive,update android dah tap scan ubah kode hrs
good,5,0.7,0.6000000000000001,Positive,good
1 bintang nya nyusul kalo sudah good,4,0.7,0.6000000000000001,Positive,bintang kalo good
baik sekali buat tujuan transportasi,4,0.0,0.0,Positive,tuju transportasi
okeh,5,0.0,0.0,Positive,
nice,4,0.6,1.0,Positive,nice
sangat membantu,5,0.0,0.0,Positive,bantu
jos,5,0.0,0.0,Positive,jos
sebelumnya saya capek naik turun platform di krl jabodetabek dan khalayak yang naik bermacammacam sekarang dg mass rapid transit jakarta sy merasa lebih aman untuk masuk gerbong dg platform yang datar dan penumpang yang sudah lebih memperhatikan kesehatan  prokes dan selevel orang kantoran memang di beberapa tujuan sy harus membayar lebih mahal dg mobil online tetapi perasaan secure dan nyaman membuat sy sbg lansia usia 70 tahun tidak merasa capek bepergian dg mrt terima kasih mass rapid transit jakarta,5,0.4,0.6,Positive,capek krl dg mass rapid transit jakarta sy aman masuk dg tumpang orang kantor tuju sy bayar mahal dg online nyaman sy capek pergi dg mass rapid transit jakarta
test dlu pake aplikasi ini,5,0.0,0.0,Positive,dlu pake
salah pilih awal naik tidak bisa di edit dan uangnya tidak bisa direfund harus beli lagi ,2,-0.75,1.0,Negative,salah pilih edit beli
ok banget,5,0.5,0.5,Positive,
is oke,5,0.0,0.0,Positive,oke
ok,2,0.5,0.5,Negative,
sementara bintang 4 karena bukan pekerja outdoor yang hobi mass rapid transit dan jauh dari klender,4,0.0,0.0,Positive,bintang kerja mass rapid transit
keren,5,0.0,0.0,Positive,keren
👍👍👍👍,5,0.0,0.0,Positive,
force close sendiri tidak jelas bgt padahal abis download nyoba bentar lancar ditinggal berapa jam kemudian mulai tidak jelasbenerin lah appnya biar ngesupport orang yang mau make transport umum jugakayak appnya krl tuh bagus,1,0.0,0.0,Negative,force close abis download nyoba lancar tinggal jam appnya biar orang appnya krl tuh bagus
good,5,0.7,0.6000000000000001,Positive,good
bagus mantap,5,0.0,0.0,Positive,bagus mantap
👍,5,0.0,0.0,Positive,
pelayanan semakin baik,5,0.0,0.0,Positive,layan
ok,5,0.5,0.5,Positive,
sangat mudah dan cepat,5,0.0,0.0,Positive,mudah cepat
sangat membantu,5,0.0,0.0,Positive,bantu
ok,5,0.5,0.5,Positive,
scan qr masukkeluar sudah lebih cepat,5,0.0,0.0,Positive,scan qr cepat
bagus,5,0.0,0.0,Positive,bagus
indonesia maju,5,0.0,0.0,Positive,indonesia maju
mempermudah hidupku,5,0.0,0.0,Positive,mudah
good jop,5,0.7,0.6000000000000001,Positive,good
bagus,5,0.0,0.0,Positive,bagus
selalu memuaskan naik mass rapid transit,5,0.0,0.0,Positive,muas mass rapid transit
pengalaman pertama pake aplikasi mrtj sangat memuaskan dan terbantu sekali pembelian tiket pun sangat mudah dan qr code tidak bermasalah saat tap in dan tap out stasiun mrt petugas di lapangannya pun sangat ramah dan membantu sekali untuk saya dan keluarga yang baru pertama kali naik mass rapid transit jakarta,5,0.0,0.0,Positive,alam pake muas bantu beli tiket mudah qr code tap tap stasiun tugas ramah bantu kali mass rapid transit jakarta
mantul,5,0.0,0.0,Positive,mantul
bagus,5,0.0,0.0,Positive,bagus
mass rapid transit jakarta oke,5,0.0,0.0,Positive,mass rapid transit jakarta oke
bagus,5,0.0,0.0,Positive,bagus
sangat bermanfaat,5,0.0,0.0,Positive,manfaat
bagus,5,0.0,0.0,Positive,bagus
baik,5,0.0,0.0,Positive,
sangat bermanfaat tanpa card luar biasa😊❤❤❤,5,0.0,0.0,Positive,manfaat card
semoga engga lemot  eror aplikasinya,5,0.0,0.0,Positive,moga lot eror aplikasi
aplikasi sangat baik,5,0.0,0.0,Positive,
bisa kok diakses,5,0.0,0.0,Positive,akses
keren banget appnya,5,0.0,0.0,Positive,keren appnya
ok sih,4,0.5,0.5,Positive,
mantap,5,0.0,0.0,Positive,mantap
good,5,0.7,0.6000000000000001,Positive,good
mantap,5,0.0,0.0,Positive,mantap
mantap,5,0.0,0.0,Positive,mantap
baru pertama kali aku mendaftar di aplikasi mass rapid transit jakarta,5,0.0,0.0,Positive,kali daftar mass rapid transit jakarta
baik semangat sudah terima,5,0.0,0.0,Positive,
baru mau coba nanti kalau oke ditambah lagi ⭐nya,3,0.0,0.0,Neutral,coba oke tambah
baru nyoba,4,0.0,0.0,Positive,nyoba
saran metode shopepay ada in dong,4,0.0,0.0,Positive,saran metode
mantap,5,0.0,0.0,Positive,mantap
jauh dekat,5,0.0,0.0,Positive,
cuss,5,0.0,0.0,Positive,
bagus,5,0.0,0.0,Positive,bagus
ok,5,0.5,0.5,Positive,
easy to use,5,0.43333333333333335,0.8333333333333334,Positive,
ok,2,0.5,0.5,Negative,
keren lah,5,0.0,0.0,Positive,keren
ok,5,0.5,0.5,Positive,
kuntul,5,0.0,0.0,Positive,
good 👍,5,0.7,0.6000000000000001,Positive,good
woke👍,5,0.0,0.0,Positive,
bagus,4,0.0,0.0,Positive,bagus
bagus,4,0.0,0.0,Positive,bagus
bagus,5,0.0,0.0,Positive,bagus
sangt baik,5,0.0,0.0,Positive,
sudah 2x beli tiket dengan gopay tiket tidak muncul beli lagi saldo gopay kepotong 2x baru muncul tiket menunggu 15 menit sangat tidak efisien pake apps ini,1,0.0,0.0,Negative,2x beli tiket gopay tiket muncul beli saldo gopay potong 2x muncul tiket tunggu menit pake apps
mantap,5,0.0,0.0,Positive,mantap
mass rapid transit jakarta merubah wajah jakarta i love jakarta,5,0.5,0.6,Positive,mass rapid transit jakarta jakarta love jakarta
sangat berguna  membantu aktifitas se hari2 🙏🙏🙏,5,0.0,0.0,Positive,guna bantu 
excellent,5,1.0,1.0,Positive,excellent
bagus,5,0.0,0.0,Positive,bagus
keren,5,0.0,0.0,Positive,keren
bagus layanan y dan ber cepat sampai tujuan,5,0.0,0.0,Positive,bagus layan cepat tuju
bagus,5,0.0,0.0,Positive,bagus
menyenangkan sekali bergabung di mrtj,5,0.0,0.0,Positive,senang gabung
mau daftar tidak bisa bisa pelayanan publik tapi beli tiket dipaksakan dengan membeli kartu,1,0.0,0.0,Negative,daftar layan publik beli tiket paksa beli kartu
tidak ada otpnya,1,0.0,0.0,Negative,otpnya
driver tidak ramah,1,0.0,0.0,Negative,ramah
blom pernah naik mass rapid transit,4,0.0,0.0,Positive,mass rapid transit
nyamannya bertransfortasi,5,0.0,0.0,Positive,nyaman
⭐⭐⭐⭐⭐,5,0.0,0.0,Positive,
good,5,0.7,0.6000000000000001,Positive,good
kereeeennn,4,0.0,0.0,Positive,
terimakasih telah melayani dengan baik dan tulus mass rapid transit,5,0.0,0.0,Positive,terimakasih layan mass rapid transit
di coba dulu yah,3,0.0,0.0,Neutral,coba yah
semuanya jadi lebih mudah,3,0.0,0.0,Neutral,mudah
mantap,5,0.0,0.0,Positive,mantap
bersih nyaman keamanan bagus semoga saja mass rapid transit bisa nambah rute ke banyak kota seperti ke bogor,5,0.0,0.0,Positive,bersih nyaman aman bagus moga mass rapid transit rute
saya masih pemula,5,0.0,0.0,Positive,
baru mau mencoba,5,0.0,0.0,Positive,coba
keren,5,0.0,0.0,Positive,keren
ok thanks,5,0.35,0.35,Positive,thanks
ok,4,0.5,0.5,Positive,
bagus,5,0.0,0.0,Positive,bagus
mass rapid transit jakarta adalah moda sarana transportasi publik perlu di iklankan di media masa agar masyarakat semakin familiar dan ditingkatkan sarana pelayanannya dengan ada nya moda transportasi 🚇🚍🚋 publik yang nyaman dan tepat waktu maka masyarakat akan beralih dari moda transport pribadi ke sarana moda transportasi publik kerja sama tim yang solid adalah kunci jawaban nya untuk membentuk suatu layanan moda transportasi yang tangguh dan berkelas hormat saya andri h terima kasih,5,0.1875,0.3,Positive,mass rapid transit jakarta moda sarana transportasi publik iklan masyarakat familiar tingkat sarana layan moda transportasi  publik nyaman masyarakat moda pribadi sarana moda transportasi publik kerja tim layan moda transportasi kelas
mantapss,5,0.0,0.0,Positive,
mantul lae,5,0.0,0.0,Positive,mantul
keren,5,0.0,0.0,Positive,keren
good,5,0.7,0.6000000000000001,Positive,good
terbaik,5,0.0,0.0,Positive,baik
aplikasi tidak bisa diakses 1 juli 2022 pkl0630,1,0.0,0.0,Negative,akses juli
saya hanya bisa ketawa hahaha setelah daftar dpt point 1000 mau lengkapi data foto ktp sll keluar dari aplikasi saya link kan ke gopay soal pembayaran point langsung 0 saya cek kembali pembayaran ternyata gopay nya tidak link alias tertulis 0 dan ada iklannya lg hahaha ini mah apk lucu2an semoga ada perbaikan 🙏 maaf aplikasinya saya kasih bintang 1 karena tidak bermaaf bagi saya saya orang jkt,1,0.2,0.4,Negative,daftar point lengkap data foto ktp link gopay bayar point langsung cek bayar gopay link tulis iklan lg apk moga baik maaf aplikasi bintang maaf orang
goodddddd,5,0.0,0.0,Positive,
bagus,5,0.0,0.0,Positive,bagus
mantap,5,0.0,0.0,Positive,mantap
ok,4,0.5,0.5,Positive,
buku yang itu yang yang baru,5,0.0,0.0,Positive,
sangat membantu,5,0.0,0.0,Positive,bantu
ol,5,0.0,0.0,Positive,
sementara,4,0.0,0.0,Positive,
bagus,5,0.0,0.0,Positive,bagus
sangat membatu,5,0.0,0.0,Positive,
pelayanannya bagus,5,0.0,0.0,Positive,layan bagus
ive never used it but theres no harm in trying so that its easier to take the mass rapid transit one day good luck with mass rapid transit jakarta,5,0.7,0.6000000000000001,Positive,mass rapid transit good mass rapid transit jakarta
oke,5,0.0,0.0,Positive,oke
waoooooo dan terus tingkatkan lagidan lagi,5,0.0,0.0,Positive,tingkat
aplikasi tidak bisa dibuka 🤦 1 dulu saja,1,0.0,0.0,Negative,buka
ok,4,0.5,0.5,Positive,
seneng banget naik mass rapid transit selain bersih ontime jugaaa terintegrasi dengan moda tj krl dan jaklingko 👏👏👏,5,0.0,0.0,Positive,mass rapid transit bersih moda krl 
mengurangi kemacetan,5,0.0,0.0,Positive,macet
krna bisa liat jadwal mass rapid transit,5,0.0,0.0,Positive,liat jadwal mass rapid transit
baru mulai pakesemoga bermanfaat,5,0.0,0.0,Positive,manfaat
great,5,0.8,0.75,Positive,great
aplikasi memudahkan banget buat jalan2 tidak nyesel donloadnya 😆,5,0.0,0.0,Positive,mudah
keren,5,0.0,0.0,Positive,keren
bagus,5,0.0,0.0,Positive,bagus
top,5,0.5,0.5,Positive,top
belum coba sih tapi unduh dulu keren saja belajar naik mass rapid transit lewat aplikasi bayar juga lewat aplikasi kita orang daerah coba coba ke ibukota dengan modal smartphone naik mrt makasih aplikasi mass rapid transit j besok kita coba test,5,0.0,0.0,Positive,coba unduh keren ajar mass rapid transit bayar orang coba coba mass rapid transit coba
👍🙏,5,0.0,0.0,Positive,
oke,5,0.0,0.0,Positive,oke
mantap,5,0.0,0.0,Positive,mantap
good,5,0.7,0.6000000000000001,Positive,good
ok,5,0.5,0.5,Positive,
semoga lancar,5,0.0,0.0,Positive,moga lancar
sangat membantu,5,0.0,0.0,Positive,bantu
nis,5,0.0,0.0,Positive,
good,5,0.7,0.6000000000000001,Positive,good
bagus,5,0.0,0.0,Positive,bagus
sangat baik,5,0.0,0.0,Positive,
bagusss kualitas aplikasinya,5,0.0,0.0,Positive,aplikasi
mantap,5,0.0,0.0,Positive,mantap
aplikasi sangat bagus memudahkan saya melakukan perjalanan ke jakarta 😃😄,5,0.0,0.0,Positive,bagus mudah jalan jakarta 
baik,4,0.0,0.0,Positive,
mudahan bermanfaat aamiin,5,0.0,0.0,Positive,mudah manfaat
sangat membantu dan memudahkan,5,0.0,0.0,Positive,bantu mudah
good sangat cepat,5,0.7,0.6000000000000001,Positive,good cepat
gud,5,0.0,0.0,Positive,
mantap sangat memudahkan masyarakat,5,0.0,0.0,Positive,mantap mudah masyarakat
mantulss,5,0.0,0.0,Positive,
tidak bisa daftar baru masukin password sudah failed,1,-0.5,0.3,Negative,daftar masukin password failed
kesalahan seperti memasukkan stasiun awal dan tujuan bisa tertukar itu mungkin bisa terjadi namun di aplikasi ini kita tidak bisa merubahnya,2,0.0,0.0,Negative,salah masuk stasiun tuju
mohon bantuannya kenapa mau daftar baru tidak bisa bisa yaa 🤔🤔🙏🙏🙏,3,0.0,0.0,Neutral,mohon bantu daftar 
nyamam ddn sman itu yang paling utama,3,0.0,0.0,Neutral,
mntap,5,0.0,0.0,Positive,
top markotop,5,0.5,0.5,Positive,top
baik,4,0.0,0.0,Positive,
muantabbb,5,0.0,0.0,Positive,
mudahan berguna aplikasi mass rapid transit nya buat naik mrt terimakasih sukses selalu pt mrt,5,0.0,0.0,Positive,mudah guna mass rapid transit terimakasih sukses
aplikasi aneh daftarnya susah,1,0.0,0.0,Negative,aneh daftar susah
good,5,0.7,0.6000000000000001,Positive,good
mantapp,5,0.0,0.0,Positive,
good,5,0.7,0.6000000000000001,Positive,good
good,5,0.7,0.6000000000000001,Positive,good
sekuriti kasar skali negur nya klw tidak pake masker sampaikan dengan baik2 saja boss masker di buka sebentar saja karena sesak aja kejadiannya di stasiun dukuh atas bni,1,0.0,0.0,Negative,pake masker boss masker buka jadi stasiun
good,5,0.7,0.6000000000000001,Positive,good
sangat membantu berpergian menggunakan aplikasi ini,5,0.0,0.0,Positive,bantu pergi
ok,5,0.5,0.5,Positive,
bagus,5,0.0,0.0,Positive,bagus
belum bisa pake baru install saja,4,0.0,0.0,Positive,pake install
kereeen,5,0.0,0.0,Positive,
cakep mrt kayak pak dhe jokowi,5,0.0,0.0,Positive,kayak
bagus,5,0.0,0.0,Positive,bagus
ok,5,0.5,0.5,Positive,
maantaapp boskuh,5,0.0,0.0,Positive,
semoga dengan tranportasi mass rapid transit lancar,5,0.0,0.0,Positive,moga tranportasi mass rapid transit lancar
sangat membantunsaya baru donload terimakash,5,0.0,0.0,Positive,
trkadang lemot trkadang bgs sudah 4x uninstall bru yang ke 5 donlot agar bisa masuk akun,5,0.0,0.0,Positive,lot uninstall masuk akun
hebat,5,0.0,0.0,Positive,
keren,5,0.0,0.0,Positive,keren
alhamdulillah semakin keren,5,0.0,0.0,Positive,alhamdulillah keren
oke,5,0.0,0.0,Positive,oke
bagus,5,0.0,0.0,Positive,bagus
okee,5,0.0,0.0,Positive,
mantaap,5,0.0,0.0,Positive,
mantabss,5,0.0,0.0,Positive,
mantap,4,0.0,0.0,Positive,mantap
mantap,5,0.0,0.0,Positive,mantap
cakepp,1,0.0,0.0,Negative,
mencoba pelayanan,4,0.0,0.0,Positive,coba layan
keren bgt❤️❤️❤️,5,0.0,0.0,Positive,keren
mantabs,5,0.0,0.0,Positive,
ok,5,0.5,0.5,Positive,
istimewa,5,0.0,0.0,Positive,
memudahkan,5,0.0,0.0,Positive,mudah
bagus dan cepat,5,0.0,0.0,Positive,bagus cepat
bagus sekali,5,0.0,0.0,Positive,bagus
good,5,0.7,0.6000000000000001,Positive,good
bagus,5,0.0,0.0,Positive,bagus
aplikasi error tidak bisa bayar dan pilih stasiun dari malam ktm pagi,3,0.0,0.0,Neutral,error bayar pilih stasiun malam pagi
lebih praktis,5,0.0,0.0,Positive,praktis
oke,5,0.0,0.0,Positive,oke
bagus,5,0.0,0.0,Positive,bagus
bagus mantab,5,0.0,0.0,Positive,bagus mantab
keren,5,0.0,0.0,Positive,keren
terima kasih,5,0.0,0.0,Positive,
sangat menggudukasi,5,0.0,0.0,Positive,
semoga lancar pemakaiannya,5,0.0,0.0,Positive,moga lancar pakai
mantap,5,0.0,0.0,Positive,mantap
mba petugas yang d blok m bca ngeselin udah 2x mau masuk di persulit d paksa bli kartu,1,0.0,0.0,Negative,mba tugas blok bca 2x masuk sulit paksa kartu
good,4,0.7,0.6000000000000001,Positive,good
