content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,indonesian_sentiment,clean_text_final
saya pnya usaha sampingan jualan hp nd dan sudah  tahun ngandelin mass rapid transit buat met up sama pembeli di stasiun mrt biasanya saya met up cod di pintu pembatas tap masuk mass rapid transit dan tidak kluar stasiun itu sudah selalu sy lakuin dan pas balik ke stasiun tmpat saya tap out tidak prnah diminta beli tiket lagi baru kali ini  saya tidak bisa tap kluar  trus diminta sama petugas cewek pke hijab n kacamata di mass rapid transit blok a jam  buat beli tiket lagi yang ternyata sama saja tidak bisa tap out,3,0.0,0.0,Neutral,0,jual hp mass rapid transit met beli stasiun met pintu batas tap masuk mass rapid transit kluar stasiun sy pas stasiun tap beli tiket kali tap kluar trus tugas pke mass rapid transit blok jam beli tiket tap
banyak bug,1,0.0,0.0,Negative,-1,bug
lumayan sangat membantu,5,0.0,0.0,Positive,0,lumayan bantu
transportasi publik yang nyaman dan cepat,5,0.0,0.0,Positive,1,transportasi publik nyaman cepat
god,5,0.0,0.0,Positive,0,god
bagus,5,0.0,0.0,Positive,1,bagus
memudahkan untuk yang pertama kali naek mass rapid transit  bayarnya bisa pake link saja atau yang lainya bisa,5,0.0,0.0,Positive,1,mudah kali mass rapid transit bayar pake link lai
membantu,5,0.0,0.0,Positive,0,bantu
transportasi umum yang sangat bagus,4,0.0,0.0,Positive,1,transportasi bagus
god,5,0.0,0.0,Positive,0,god
kode otp selalu saja salah padahal saya sudah mengetik sesuai yang dikirim,1,0.0,0.0,Negative,0,kode otp salah etik sesuai kirim
sya belom mencoba apknya namun sya memeberikan bintang lima karena suatu pekerja di sana sangat baik kepada saya karna memberi kartu mrtnya dengan percuma terimakasih untuk bpk ,5,0.0,0.0,Positive,1,sya coba apknya sya memeberikan bintang kerja karna kartu mrtnya terimakasih
baik,5,0.0,0.0,Positive,1,
sediakan masker untuk pelangan ketika masker putusrobektdk sesuai jika disuruh membeli diindomaret mass rapid transit sediakan stok jadi tidak mengangu kenyamanan pelangan,4,0.0,0.0,Positive,0,sedia masker pelang masker sesuai suruh beli mass rapid transit sedia nyaman pelang
sangat mudah dan cepat,1,0.0,0.0,Negative,1,mudah cepat
god,5,0.0,0.0,Positive,0,god
keren,5,0.0,0.0,Positive,1,keren
bagis,5,0.0,0.0,Positive,0,
bagus dan mempermudah,5,0.0,0.0,Positive,1,bagus mudah
mantap,5,0.0,0.0,Positive,1,mantap
mantab,5,0.0,0.0,Positive,0,mantab
mantap,5,0.0,0.0,Positive,1,mantap
god,5,0.0,0.0,Positive,0,god
semoga bermanfat,5,0.0,0.0,Positive,0,moga bermanfat
sangat membantu,5,0.0,0.0,Positive,0,bantu
mantap sangat menolong tidak perlu lagi harus beli kartu buat bawa anak  cukup scan beres,5,0.0,0.0,Positive,1,mantap tolong beli kartu bawa anak scan beres
mantap mass rapid transit jakarta,5,0.0,0.0,Positive,1,mantap mass rapid transit jakarta
bagus,3,0.0,0.0,Neutral,1,bagus
pertahankan prestasi mu dan tingkatkan pelayanan anda,5,0.0,0.0,Positive,0,tahan mu tingkat layan
mudah,4,0.0,0.0,Positive,1,mudah
mudah digunakan,4,0.0,0.0,Positive,1,mudah
otp lancat,5,0.0,0.0,Positive,0,otp
mantab,4,0.0,0.0,Positive,0,mantab
pengalaman pertama niehsemoga seru dan menyenangkan,5,0.0,0.0,Positive,0,alam senang
keren,5,0.0,0.0,Positive,1,keren
mudah apalikasinya,5,0.0,0.0,Positive,1,mudah
nyaman dan bersih waktu tempuhnya bagus,5,0.0,0.0,Positive,1,nyaman bersih bagus
easy dan praktis,5,0.43333333333333335,0.8333333333333334,Positive,0,easy praktis
sangat baik,5,0.0,0.0,Positive,1,
bagus  bermanfat,5,0.0,0.0,Positive,1,bagus bermanfat
baru download belum coba fitur nya,5,0.0,0.0,Positive,0,download coba fitur
kenapa ya di aplikasi mass rapid transit ini tidak bisa melihat history perjalan selama bulan,5,0.0,0.0,Positive,0,mass rapid transit history jalan
oke pokoke,5,0.0,0.0,Positive,0,
payah aplikasinya,1,0.0,0.0,Negative,0,payah
bagus,5,0.0,0.0,Positive,1,bagus
ok,4,0.5,0.5,Positive,0,
sangat nyaman untuk menjadi transportasi publik,5,0.0,0.0,Positive,0,nyaman transportasi publik
god,5,0.0,0.0,Positive,0,god
semoga bermanfat,5,0.0,0.0,Positive,0,moga bermanfat
naice,5,0.0,0.0,Positive,0,
luar biasa,5,0.0,0.0,Positive,0,
awesome,5,1.0,1.0,Positive,0,
mrtj stasiun bhi mantap,5,0.0,0.0,Positive,1,stasiun mantap
ok,5,0.5,0.5,Positive,0,
aplikainya bikin panik failed to load server selalu saja begitu,1,-0.5,0.3,Negative,0,bikin failed load server
top,5,0.5,0.5,Positive,0,top
semoga bisa di gunakan aplikasi y,5,0.0,0.0,Positive,0,moga
top,5,0.5,0.5,Positive,0,top
tingkatkan pelayanan yang sudah ada,3,0.0,0.0,Neutral,0,tingkat layan
god,5,0.0,0.0,Positive,0,god
ok,5,0.5,0.5,Positive,0,
baru pertama mengunakan aplikasi ini,4,0.0,0.0,Positive,0,mengunakan
moga lancar ya karena aq belum pernqh coba,3,0.0,0.0,Neutral,0,moga lancar coba
tidak bisa registrasi sama sekali ribet,1,0.0,0.0,Negative,0,registrasi ribet
sudah pernah daftar pakai ni aplikasi dan di mingu berikutnya pas mau login selalu eror aps emang beda ya rada tidak niat bikin mudah segala hal agak super ribet eror terus,1,0.3333333333333333,0.6666666666666666,Negative,1,daftar pakai ni pas login eror aps emang beda niat bikin mudah ribet eror
aplikadi bego baru di download sudah eror,1,0.0,0.0,Negative,0,download eror
aplikasi eror harap diperbaiki secepatnya,1,0.0,0.0,Negative,1,eror harap baik cepat
rip digit code,1,0.0,0.0,Negative,0,code
jelek bet asli,1,0.0,0.0,Negative,-1,jelek
tolong bos kalo release ap dicek dulu internalnya masa mau masuk saja tidak bisa sudah release saja ke publik mana pake review palsu buat muji lagi,1,0.0,0.0,Negative,0,bos kalo release ap cek internal masuk release publik pake
ok,5,0.5,0.5,Positive,0,
aplikasi payahtutup aj katro tidak bisa registrasi ulang,1,0.0,0.0,Negative,0,aj katro registrasi ulang
amazing love bngt,5,0.55,0.75,Positive,0,love bngt
tidak bisa daftar,1,0.0,0.0,Negative,0,daftar
jios,5,0.0,0.0,Positive,0,
alhamdulilah,5,0.0,0.0,Positive,0,alhamdulilah
baik,1,0.0,0.0,Negative,1,
sangat membantu,5,0.0,0.0,Positive,0,bantu
mantap,5,0.0,0.0,Positive,1,mantap
bagus,4,0.0,0.0,Positive,1,bagus
mudah mantap,5,0.0,0.0,Positive,1,mudah mantap
bagus dan mudah pembayaran nya,5,0.0,0.0,Positive,1,bagus mudah bayar
mantap dah mass rapid transit jakarta,5,0.0,0.0,Positive,1,mantap dah mass rapid transit jakarta
ok,5,0.5,0.5,Positive,0,
sangat mudah dan sangat membantu,5,0.0,0.0,Positive,1,mudah bantu
sangat bagus,5,0.0,0.0,Positive,1,bagus
ok,5,0.5,0.5,Positive,0,
bintang dulu  belum di coba,5,0.0,0.0,Positive,0,bintang coba
aplikasinya eror tidak bisa daftar,1,0.0,0.0,Negative,0,eror daftar
coba dulu,5,0.0,0.0,Positive,0,coba
ok,5,0.5,0.5,Positive,0,
mantap,5,0.0,0.0,Positive,1,mantap
god,5,0.0,0.0,Positive,0,god
jokowi thanks,5,0.2,0.2,Positive,0,jokowi thanks
aplikasi ini sangat tidak bagus ketika daftar kode yang dikirimkan ke whatsap tidak pernah terkirim lalu coba kirim ulang masih tidak terkirim sampai sekarang padahal nomor hape sudah benar tidak ada notif di email juga,1,0.0,0.0,Negative,1,bagus daftar kode kirim whatsap kirim coba kirim ulang kirim nomor hape notif email
payment gagal terus padahal internet lancar,1,0.0,0.0,Negative,-1,payment gagal internet lancar
mass rapid transit jakarta memang oke,4,0.0,0.0,Positive,0,mass rapid transit jakarta
apik kok,5,0.0,0.0,Positive,0,
transportasi keren di jakarta rekomended sangat,5,0.0,0.0,Positive,1,transportasi keren jakarta
ok,5,0.5,0.5,Positive,0,
saya penguna baru semoga aplikasi ini benarbenar membantu saya dalam perjalanan,3,0.0,0.0,Neutral,0,penguna moga bantu jalan
keren sangat efisein waktu,5,0.0,0.0,Positive,1,keren
mantap,5,0.0,0.0,Positive,1,mantap
buat urusan warga lebih mudah dan mengayomi,5,0.0,0.0,Positive,1,warga mudah
sangat bagus,5,0.0,0.0,Positive,1,bagus
akses jadi mudah,5,0.0,0.0,Positive,1,akses mudah
bermanfat banget,5,0.0,0.0,Positive,0,bermanfat
kacau mass rapid transit telat menit tidak bisa masuk padahal sudah beli tiketnya dan tiket nya tidak bisa di refoud,1,0.0,0.0,Negative,0,kacau mass rapid transit menit masuk beli tiket tiket
aplikasi yang mendukung user mass rapid transit,5,0.0,0.0,Positive,0,dukung mass rapid transit
failed,5,-0.5,0.3,Positive,0,failed
mass rapid transit waktu perjalanan jadi pasti,5,0.0,0.0,Positive,0,mass rapid transit jalan
the best transportasi,5,1.0,0.3,Positive,0,best transportasi
god,5,0.0,0.0,Positive,0,god
keren dan sangat membantu maju terus mass rapid transit jakarta,5,0.0,0.0,Positive,1,keren bantu maju mass rapid transit jakarta
sering eror,1,0.0,0.0,Negative,0,eror
baru mau coba,4,0.0,0.0,Positive,0,coba
sangat bagus,5,0.0,0.0,Positive,1,bagus
sangat baik,5,0.0,0.0,Positive,1,
proses pembuatan akun mudah,5,0.0,0.0,Positive,1,proses buat akun mudah
mantap,5,0.0,0.0,Positive,1,mantap
ngelag berkali kali sat pada tahap verifikasi,1,0.0,0.0,Negative,0,ngelag kali kali sat tahap verifikasi
aplikasi apan ini otp berkalikali gagal terus tidak berbobot amat bikin aplikasi tidak kaya yang lain payah,1,0.0,0.0,Negative,-1,apan otp gagal bikin kaya payah
god lah,5,0.0,0.0,Positive,0,god
terimakasih semua baik,5,0.0,0.0,Positive,1,terimakasih
untuk kenyamanan dan ketepatan waktu ok,5,0.5,0.5,Positive,0,nyaman
bagus,5,0.0,0.0,Positive,1,bagus
mantap,5,0.0,0.0,Positive,1,mantap
seneng naik mass rapid transit nyaman dancepat,5,0.0,0.0,Positive,1,neng mass rapid transit nyaman
baik,5,0.0,0.0,Positive,1,
pernah daftartrus aplikasi kehapusdownload ulang pas mau login masa tidak bisamasa harus ganti no hp dan emailbijimana neh,1,0.0,0.0,Negative,0,ulang pas login ganti hp
keren,5,0.0,0.0,Positive,1,keren
is oke,5,0.0,0.0,Positive,0,
mbagus,5,0.0,0.0,Positive,1,
perbaiki pertahankan tambah opsional,5,0.0,0.0,Positive,1,baik tahan
sangat membantu,4,0.0,0.0,Positive,0,bantu
belum pernah naik mass rapid transit mau cobq pake aplikasi,5,0.0,0.0,Positive,0,mass rapid transit pake
mantap,5,0.0,0.0,Positive,1,mantap
nice aplication,5,0.6,1.0,Positive,0,nice aplication
bagus banget aplikasinya berisi informasi yang jelas dan dapat dimengerti,5,0.0,0.0,Positive,1,bagus isi informasi
god ap,5,0.0,0.0,Positive,0,god ap
semoga lebih baik,5,0.0,0.0,Positive,1,moga
ok,5,0.5,0.5,Positive,0,
lumayan lah,3,0.0,0.0,Neutral,0,lumayan
best,5,1.0,0.3,Positive,0,best
ok banget,5,0.5,0.5,Positive,0,
great,5,0.8,0.75,Positive,0,great
sangat nyaman pelayanan nya memuasan,5,0.0,0.0,Positive,0,nyaman layan muas
bad ui,3,-0.6999999999999998,0.6666666666666666,Neutral,0,ui
ok sangat,5,0.5,0.5,Positive,0,
ap bagus dan bermanfat,5,0.0,0.0,Positive,1,ap bagus bermanfat
luar biasa,5,0.0,0.0,Positive,0,
aplikasi bermasalah kenapa tiba akun di hapus sendiri,1,0.0,0.0,Negative,0,masalah akun hapus
luar biasa,5,0.0,0.0,Positive,0,
sangat bermanfat apk ini untuk rombongan apalagi satpamnya ramah semua dan proses scan juga cepat,5,0.0,0.0,Positive,1,bermanfat apk satpam ramah proses scan cepat
banyak bener bug nya dah,2,0.0,0.0,Negative,-1,bener bug dah
min serius masa aktif pembelian hanya jam tidak hari sesuai dengan tangal yah saya beli jam pagi dan akan expired jam pagi,4,0.0,0.0,Positive,0,aktif beli jam sesuai tangal yah beli jam pagi jam pagi
god,5,0.0,0.0,Positive,0,god
ok,4,0.5,0.5,Positive,0,
god,5,0.0,0.0,Positive,0,god
skem,1,0.0,0.0,Negative,0,
mantap,5,0.0,0.0,Positive,1,mantap
tepat waktu,5,0.0,0.0,Positive,0,
sangat kecewa si dengan apk dn pelayanan di wa tidak memberikan solusi saran saja kdpnya kalau orang salah pemilihan tujuan hrs nya bisa di edit trus kalau tidak di gunakan hrs nya saldo kmbali bukan malah jadi angus pelayanan di wa hnya mau terima yang nya saja kalau compln tidak di tangapi dn bahkan langsung akhiri percakapan tnpa ada info di si compln nya  kaya nyesel banget perasan dulu yah bisa di ganti tuh tujuan nya sekarang malah tidak bisa jujur kecewa sangat si smpah,1,0.0,0.0,Negative,-1,kecewa si apk dn layan wa solusi saran orang salah pilih tuju hrs edit trus hrs saldo layan wa compln dn langsung info si compln kaya nyesel peras yah ganti tuh tuju jujur kecewa si
akun terhapus tiba tiba,1,0.0,0.0,Negative,0,akun hapus
sangat bermanfat,4,0.0,0.0,Positive,0,bermanfat
akun tiba terhapus trus pas mau coba daftar pake email lain gabisa masuk lewat gmail gabisa cuma ada tulisan  tolong lah aplikasi nya dibenerin lagi giliran dibutuhin malah nyusahin,1,0.0,0.0,Negative,0,akun hapus trus pas coba daftar pake email gabisa masuk gmail gabisa tulis gilir nyusahin
god,4,0.0,0.0,Positive,0,god
akakakama,5,0.0,0.0,Positive,0,
transportasi masal yang cepat tepat waktu dan nyaman dan terintegrasi dengan modal transportasi lainya,5,0.0,0.0,Positive,1,transportasi masal cepat nyaman integrasi modal transportasi lai
,5,0.0,0.0,Positive,0,
nga jelas,1,0.0,0.0,Negative,0,nga
terima kasih zahrah,5,0.0,0.0,Positive,0,
bagus,5,0.0,0.0,Positive,1,bagus
baik,4,0.0,0.0,Positive,1,
mosok akun kehapus sendiri,2,0.0,0.0,Negative,0,akun hapus
keren,4,0.0,0.0,Positive,1,keren
saya sudah masukan kode otp tapi kenapa salah terus,2,0.0,0.0,Negative,0,masuk kode otp salah
ini kenapa tiba tidak bisa bayar oakai gopay sih daftar ulang pakai nomor lain malah tidak bisa hadeh,3,0.0,0.0,Neutral,0,bayar gopay daftar ulang pakai nomor hadeh
mudah dan bagus mass rapid transit jakarta,5,0.0,0.0,Positive,1,mudah bagus mass rapid transit jakarta
wahai pihak mass rapid transit yang terhormat tolong la woi kenapa begini az niat mempermudah hidup jadi malah sebaliknya,2,0.0,0.0,Negative,1,mass rapid transit hormat niat mudah hidup
nyaman,5,0.0,0.0,Positive,0,nyaman
perjalanan jadi lebih cepat dan tepat waktu terimakasih,5,0.0,0.0,Positive,1,jalan cepat terimakasih
mantap,5,0.0,0.0,Positive,1,mantap
mantap,5,0.0,0.0,Positive,1,mantap
baik,5,0.0,0.0,Positive,1,
kalau pas scan tiket keluar atau masuk scanernya kadang susah mendeteksi,3,0.0,0.0,Neutral,0,pas scan tiket masuk kadang susah deteksi
bagus,5,0.0,0.0,Positive,1,bagus
mantap,5,0.0,0.0,Positive,1,mantap
bagus,5,0.0,0.0,Positive,1,bagus
bagus,5,0.0,0.0,Positive,1,bagus
tolong di update di android dah di tap scan msk dan sudah mnt belum juga berubah kode keluar hrs di refresh dl,4,0.0,0.0,Positive,0,update android dah tap scan ubah kode hrs dl
god,5,0.0,0.0,Positive,0,god
bintang nya nyusul kalo sudah god,4,0.0,0.0,Positive,0,bintang kalo god
baik sekali buat tujuan transportasi,4,0.0,0.0,Positive,1,tuju transportasi
okeh,5,0.0,0.0,Positive,0,
nice,4,0.6,1.0,Positive,0,nice
sangat membantu,5,0.0,0.0,Positive,0,bantu
jos,5,0.0,0.0,Positive,0,jos
sebelumnya saya capek naik turun platform di krl jabodetabek dan khalayak yang naik bermacammacam sekarang dengan mass rapid transit jakarta sy merasa lebih aman untuk masuk gerbong dengan platform yang datar dan penumpang yang sudah lebih memperhatikan kesehatan  prokes dan selevel orang kantoran memang di beberapa tujuan sy harus membayar lebih mahal dengan mobil online tetapi perasan secure dan nyaman membuat sy sbg lansia usia tahun tidak merasa capek bepergian dengan mrt terima kasih mass rapid transit jakarta,5,0.4,0.6,Positive,0,capek turun platform krl mass rapid transit jakarta sy aman masuk platform tumpang sehat prokes orang kantor tuju sy bayar mahal online peras nyaman sy capek pergi mass rapid transit jakarta
test dlu pake ap ini,5,0.0,0.0,Positive,0,test dlu pake ap
salah pilih awal naik tidak bisa di edit dan uangnya tidak bisa direfund harus beli lagi ,2,0.0,0.0,Negative,0,salah pilih edit uang direfund beli
ok banget,5,0.5,0.5,Positive,0,
is oke,5,0.0,0.0,Positive,0,
ok,2,0.5,0.5,Negative,0,
sementara bintang karena bukan pekerja outdor yang hobi mass rapid transit dan jauh dari klender,4,0.0,0.0,Positive,0,bintang kerja mass rapid transit
keren,5,0.0,0.0,Positive,1,keren
,5,0.0,0.0,Positive,0,
force close sendiri tidak jelas bgt padahal abis download nyoba bentar lancar ditingal berapa jam kemudian mulai tidak jelasbenerin lah apnya biar ngesuport orang yang mau make transport umum jugakayak apnya krl tuh bagus,1,0.0,0.0,Negative,1,force close abis download nyoba bentar lancar jam apnya biar orang transport apnya krl tuh bagus
god,5,0.0,0.0,Positive,0,god
bagus mantap,5,0.0,0.0,Positive,1,bagus mantap
,5,0.0,0.0,Positive,0,
pelayanan semakin baik,5,0.0,0.0,Positive,1,layan
ok,5,0.5,0.5,Positive,0,
sangat mudah dan cepat,5,0.0,0.0,Positive,1,mudah cepat
sangat membantu,5,0.0,0.0,Positive,0,bantu
ok,5,0.5,0.5,Positive,0,
scan qr masukkeluar sudah lebih cepat,5,0.0,0.0,Positive,1,scan qr cepat
bagus,5,0.0,0.0,Positive,1,bagus
indonesia maju,5,0.0,0.0,Positive,0,indonesia maju
mempermudah hidupku,5,0.0,0.0,Positive,1,mudah hidup
god jop,5,0.0,0.0,Positive,0,god
bagus,5,0.0,0.0,Positive,1,bagus
selalu memuaskan naik mass rapid transit,5,0.0,0.0,Positive,0,muas mass rapid transit
pengalaman pertama pake aplikasi mrtj sangat memuaskan dan terbantu sekali pembelian tiket pun sangat mudah dan qr code tidak bermasalah sat tap in dan tap out stasiun mrt petugas di lapanganya pun sangat ramah dan membantu sekali untuk saya dan keluarga yang baru pertama kali naik mass rapid transit jakarta,5,0.0,0.0,Positive,1,alam pake muas bantu beli tiket mudah qr code masalah sat tap tap stasiun tugas ramah bantu keluarga kali mass rapid transit jakarta
mantul,5,0.0,0.0,Positive,0,mantul
bagus,5,0.0,0.0,Positive,1,bagus
mass rapid transit jakarta oke,5,0.0,0.0,Positive,0,mass rapid transit jakarta
bagus,5,0.0,0.0,Positive,1,bagus
sangat bermanfat,5,0.0,0.0,Positive,0,bermanfat
bagus,5,0.0,0.0,Positive,1,bagus
baik,5,0.0,0.0,Positive,1,
sangat bermanfat tanpa card luar biasa,5,0.0,0.0,Positive,0,bermanfat card
semoga enga lemot  eror aplikasinya,5,0.0,0.0,Positive,-1,moga lot eror
aplikasi sangat baik,5,0.0,0.0,Positive,1,
bisa kok diakses,5,0.0,0.0,Positive,0,akses
keren banget apnya,5,0.0,0.0,Positive,1,keren apnya
ok sih,4,0.5,0.5,Positive,0,
mantap,5,0.0,0.0,Positive,1,mantap
god,5,0.0,0.0,Positive,0,god
mantap,5,0.0,0.0,Positive,1,mantap
mantap,5,0.0,0.0,Positive,1,mantap
baru pertama kali aku mendaftar di aplikasi mass rapid transit jakarta,5,0.0,0.0,Positive,0,kali daftar mass rapid transit jakarta
baik semangat sudah terima,5,0.0,0.0,Positive,1,semangat
baru mau coba nanti kalau oke ditambah lagi nya,3,0.0,0.0,Neutral,0,coba tambah
baru nyoba,4,0.0,0.0,Positive,0,nyoba
saran metode shopepay ada in dong,4,0.0,0.0,Positive,0,saran metode shopepay
mantap,5,0.0,0.0,Positive,1,mantap
jauh dekat,5,0.0,0.0,Positive,0,
cus,5,0.0,0.0,Positive,0,
bagus,5,0.0,0.0,Positive,1,bagus
ok,5,0.5,0.5,Positive,0,
easy to use,5,0.43333333333333335,0.8333333333333334,Positive,0,easy
ok,2,0.5,0.5,Negative,0,
keren lah,5,0.0,0.0,Positive,1,keren
ok,5,0.5,0.5,Positive,0,
kuntul,5,0.0,0.0,Positive,0,
god,5,0.0,0.0,Positive,0,god
woke,5,0.0,0.0,Positive,0,
bagus,4,0.0,0.0,Positive,1,bagus
bagus,4,0.0,0.0,Positive,1,bagus
bagus,5,0.0,0.0,Positive,1,bagus
sangt baik,5,0.0,0.0,Positive,1,
sudah x beli tiket dengan gopay tiket tidak muncul beli lagi saldo gopay kepotong x baru muncul tiket menungu menit sangat tidak efisien pake aps ini,1,0.0,0.0,Negative,0,beli tiket gopay tiket muncul beli saldo gopay potong muncul tiket tungu menit efisien pake aps
mantap,5,0.0,0.0,Positive,1,mantap
mass rapid transit jakarta merubah wajah jakarta i love jakarta,5,0.5,0.6,Positive,0,mass rapid transit jakarta rubah jakarta love jakarta
sangat berguna  membantu aktifitas se hari,5,0.0,0.0,Positive,0,guna bantu
excelent,5,0.0,0.0,Positive,0,excelent
bagus,5,0.0,0.0,Positive,1,bagus
keren,5,0.0,0.0,Positive,1,keren
bagus layanan y dan ber cepat sampai tujuan,5,0.0,0.0,Positive,1,bagus layan ber cepat tuju
bagus,5,0.0,0.0,Positive,1,bagus
menyenangkan sekali bergabung di mrtj,5,0.0,0.0,Positive,0,senang gabung
mau daftar tidak bisa bisa pelayanan publik tapi beli tiket dipaksakan dengan membeli kartu,1,0.0,0.0,Negative,0,daftar layan publik beli tiket paksa beli kartu
tidak ada otpnya,1,0.0,0.0,Negative,0,otpnya
driver tidak ramah,1,0.0,0.0,Negative,0,ramah
blom pernah naik mass rapid transit,4,0.0,0.0,Positive,0,blom mass rapid transit
nyamanya bertransfortasi,5,0.0,0.0,Positive,0,
,5,0.0,0.0,Positive,0,
god,5,0.0,0.0,Positive,0,god
keren,4,0.0,0.0,Positive,1,keren
terimakasih telah melayani dengan baik dan tulus mass rapid transit,5,0.0,0.0,Positive,1,terimakasih layan mass rapid transit
di coba dulu yah,3,0.0,0.0,Neutral,0,coba yah
semuanya jadi lebih mudah,3,0.0,0.0,Neutral,1,mudah
mantap,5,0.0,0.0,Positive,1,mantap
bersih nyaman keamanan bagus semoga saja mass rapid transit bisa nambah rute ke banyak kota seperti ke bogor,5,0.0,0.0,Positive,1,bersih nyaman aman bagus moga mass rapid transit rute kota
saya masih pemula,5,0.0,0.0,Positive,0,mula
baru mau mencoba,5,0.0,0.0,Positive,0,coba
keren,5,0.0,0.0,Positive,1,keren
ok thanks,5,0.35,0.35,Positive,0,thanks
ok,4,0.5,0.5,Positive,0,
bagus,5,0.0,0.0,Positive,1,bagus
mass rapid transit jakarta adalah moda sarana transportasi publik perlu di iklankan di media masa agar masyarakat semakin familiar dan ditingkatkan sarana pelayananya dengan ada nya moda transportasi publik yang nyaman dan tepat waktu maka masyarakat akan beralih dari moda transport pribadi ke sarana moda transportasi publik kerja sama tim yang solid adalah kunci jawaban nya untuk membentuk suatu layanan moda transportasi yang tanguh dan berkelas hormat saya andri h terima kasih,5,0.1875,0.3,Positive,0,mass rapid transit jakarta moda sarana transportasi publik iklan masyarakat familiar tingkat sarana pelayananya moda transportasi publik nyaman masyarakat alih moda transport pribadi sarana moda transportasi publik kerja tim layan moda transportasi kelas hormat
mantaps,5,0.0,0.0,Positive,1,mantaps
mantul lae,5,0.0,0.0,Positive,0,mantul
keren,5,0.0,0.0,Positive,1,keren
god,5,0.0,0.0,Positive,0,god
terbaik,5,0.0,0.0,Positive,1,baik
aplikasi tidak bisa diakses juli pkl,1,0.0,0.0,Negative,0,akses juli
saya hanya bisa ketawa hahaha setelah daftar dapat point  mau lengkapi data foto ktp sl keluar dari aplikasi saya link kan ke gopay soal pembayaran point langsung  saya cek kembali pembayaran ternyata gopay nya tidak link alias tertulis dan ada iklanya lg hahaha ini mah apk lucuan semoga ada perbaikan maf aplikasinya saya kasih bintang karena tidak bermaf bagi saya saya orang jkt,1,0.2,0.4,Negative,1,hahaha daftar point lengkap data foto ktp link gopay bayar point langsung cek bayar gopay link alias tulis lg hahaha apk lucu moga baik maf bintang orang jkt
god,5,0.0,0.0,Positive,0,god
bagus,5,0.0,0.0,Positive,1,bagus
mantap,5,0.0,0.0,Positive,1,mantap
ok,4,0.5,0.5,Positive,0,
buku yang itu yang yang baru,5,0.0,0.0,Positive,0,
sangat membantu,5,0.0,0.0,Positive,0,bantu
ol,5,0.0,0.0,Positive,0,
sementara,4,0.0,0.0,Positive,0,
bagus,5,0.0,0.0,Positive,1,bagus
sangat membatu,5,0.0,0.0,Positive,0,batu
pelayananya bagus,5,0.0,0.0,Positive,1,pelayananya bagus
ive never used it but theres no harm in trying so that its easier to take the mass rapid transit one day god luck with mass rapid transit jakarta,5,0.0,0.0,Positive,0,mass rapid transit god mass rapid transit jakarta
oke,5,0.0,0.0,Positive,0,
wao dan terus tingkatkan lagidan lagi,5,0.0,0.0,Positive,0,tingkat
aplikasi tidak bisa dibuka  dulu saja,1,0.0,0.0,Negative,0,buka
ok,4,0.5,0.5,Positive,0,
seneng banget naik mass rapid transit selain bersih ontime juga terintegrasi dengan moda tj krl dan jaklingko,5,0.0,0.0,Positive,0,neng mass rapid transit bersih ontime integrasi moda krl
mengurangi kemacetan,5,0.0,0.0,Positive,0,macet
krna bisa liat jadwal mass rapid transit,5,0.0,0.0,Positive,0,krna liat jadwal mass rapid transit
baru mulai pakesemoga bermanfat,5,0.0,0.0,Positive,0,bermanfat
great,5,0.8,0.75,Positive,0,great
aplikasi memudahkan sangat buat jalan tidak nyesel donloadnya,5,0.0,0.0,Positive,1,mudah jalan nyesel
keren,5,0.0,0.0,Positive,1,keren
bagus,5,0.0,0.0,Positive,1,bagus
top,5,0.5,0.5,Positive,0,top
belum coba sih tapi unduh dulu keren saja belajar naik mass rapid transit lewat aplikasi bayar juga lewat aplikasi kita orang daerah coba coba ke ibukota dengan modal smartphone naik mrt makasih ap mass rapid transit j besok kita coba test,5,0.0,0.0,Positive,1,coba unduh keren ajar mass rapid transit bayar orang daerah coba coba modal ap mass rapid transit coba test
,5,0.0,0.0,Positive,0,
oke,5,0.0,0.0,Positive,0,
mantap,5,0.0,0.0,Positive,1,mantap
god,5,0.0,0.0,Positive,0,god
ok,5,0.5,0.5,Positive,0,
semoga lancar,5,0.0,0.0,Positive,0,moga lancar
sangat membantu,5,0.0,0.0,Positive,0,bantu
nis,5,0.0,0.0,Positive,0,
god,5,0.0,0.0,Positive,0,god
bagus,5,0.0,0.0,Positive,1,bagus
sangat baik,5,0.0,0.0,Positive,1,
bagus kualitas aplikasinya,5,0.0,0.0,Positive,1,bagus
mantap,5,0.0,0.0,Positive,1,mantap
aplikasi sangat bagus memudahkan saya melakukan perjalanan ke jakarta,5,0.0,0.0,Positive,1,bagus mudah jalan jakarta
baik,4,0.0,0.0,Positive,1,
mudahan bermanfat aamin,5,0.0,0.0,Positive,1,mudah bermanfat aamin
sangat membantu dan memudahkan,5,0.0,0.0,Positive,1,bantu mudah
god sangat cepat,5,0.0,0.0,Positive,1,god cepat
gud,5,0.0,0.0,Positive,0,gud
mantap sangat memudahkan masyarakat,5,0.0,0.0,Positive,1,mantap mudah masyarakat
mantuls,5,0.0,0.0,Positive,0,
tidak bisa daftar baru masukin pasword sudah failed,1,-0.5,0.3,Negative,0,daftar masukin pasword failed
